price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
1039,1,7,0.49,8,283,3
550,2,2,0.14,1,355,1
516,2,28,1.91,1,174,23
507,1,0,,1,365,0
338,1,0,,1,180,0
820,1,18,1.3,20,339,16
786,1,1,0.07,20,339,0
570,1,0,,1,365,0
240,7,2,0.21,1,364,2
650,15,0,,2,89,0
1121,1,0,,20,356,0
1121,1,1,0.11,20,356,1
842,1,5,0.36,20,338,2
765,1,1,0.07,20,338,0
280,1,46,3.1,2,172,44
650,1,1,0.32,4,175,1
1182,1,0,,20,346,0
911,1,541,35.91,6,351,384
450,1,0,,12,171,0
1275,1,0,,20,346,0
1046,1,0,,20,337,0
450,2,23,1.68,12,336,20
349,2,10,0.69,3,343,7
353,2,10,0.74,3,354,9
499,1,18,1.25,2,365,14
203,2,4,0.43,1,364,4
300,1,32,2.2,5,178,21
400,1,3,0.21,1,0,0
350,15,0,,1,364,0
300,5,0,,2,365,0
280,30,0,,1,173,0
315,6,4,1.01,11,352,4
2000,2,0,,1,355,0
220,10,0,,1,171,0
225,30,0,,1,365,0
760,1,91,6.36,6,352,86
700,2,1,0.08,1,90,0
719,1,22,1.55,6,352,17
970,1,82,5.47,6,362,64
101408,2,0,,2,29,0
305,6,10,0.76,11,365,8
220,6,8,0.62,11,335,6
260,6,8,0.68,11,349,8
300,1,115,7.72,5,176,81
435,1,2,0.26,2,365,2
385,2,42,2.98,1,115,36
490,1,11,1,5,175,11
357,3,2,0.25,3,205,2
300,1,0,,1,88,0
600,1,24,1.68,1,351,17
203,4,1,1,3,365,1
1500,2,0,,1,90,0
414,1,45,3.13,1,165,41
357,1,11,1.1,2,0,11
1012,1,145,10.41,3,353,131
995,1,227,16.1,3,354,214
297,2,14,1.52,14,339,14
320,1,39,2.7,5,360,38
321,1,39,2.71,2,174,33
1325,2,10,0.72,28,334,5
1424,2,16,1.35,28,356,16
1450,2,102,8.05,28,362,100
2220,1,24,1.72,3,350,23
300,1,19,1.26,5,179,9
270,1,7,0.49,1,326,0
250,1,10,0.7,2,49,9
300,1,22,1.46,5,179,14
220,1,1,0.09,1,171,1
1700,1,0,,2,364,0
500,1,0,,13,90,0
350,2,0,,1,87,0
608,1,0,,3,179,0
370,5,0,,1,109,0
450,2,2,0.26,12,168,2
320,1,8,0.56,7,365,5
320,1,37,2.62,7,361,27
450,1,1,0.58,2,170,1
304,5,0,,2,357,0
426,1,7,0.49,2,353,2
505,2,1,0.08,12,174,1
650,1,1,0.32,4,175,1
321,2,4,0.27,1,324,3
514,1,1,0.11,1,156,1
359,1,0,,4,150,0
285,2,1,0.07,14,357,0
500,1,10,0.68,5,178,6
240,3,0,,1,90,0
1254,1,0,,1,362,0
350,1,5,0.35,2,361,2
1125,2,32,2.39,11,146,27
300,2,8,0.63,1,363,5
499,1,1,0.14,1,365,1
3606,1,3,0.66,21,337,3
2957,1,2,0.14,21,337,1
400,7,3,0.22,1,19,1
2028,2,1,0.13,3,365,1
290,3,2,0.15,1,364,1
1414,2,55,4,11,153,47
320,1,10,0.72,7,358,8
300,15,0,,2,303,0
500,2,0,,1,364,0
500,5,12,1.55,2,0,12
799,2,2,0.15,1,1,0
406,28,2,0.18,7,356,2
320,1,10,0.72,7,363,8
353,1,166,11.8,4,363,158
507,2,0,,1,99,0
952,2,33,2.37,11,172,28
329,1,43,3.09,4,328,38
5070,1,0,,2,365,0
1370,2,40,2.88,11,156,36
500,1,0,,2,90,0
350,2,5,0.46,2,361,5
277,2,8,0.62,14,341,6
5000,1,0,,1,365,0
250,3,0,,1,263,0
309,1,48,3.56,2,363,41
1100,1,5,0.52,2,39,5
500,15,1,0.09,4,336,1
379,1,0,,1,324,0
250,15,0,,2,360,0
509,2,0,,1,364,0
3500,1,0,,1,365,0
200,7,3,0.28,72,356,3
700,1,0,,5,364,0
1400,3,32,2.51,5,96,29
1440,1,3,0.45,6,163,3
500,1,0,,2,90,0
7099,1,0,,1,365,0
240,7,0,,1,335,0
377,1,18,1.31,2,171,11
4726,30,0,,1,365,0
857,2,0,,3,170,0
384,2,52,3.79,2,30,45
370,2,3,0.28,4,143,3
400,1,23,1.71,1,362,19
450,1,33,2.35,2,240,30
350,2,3,0.22,4,143,2
500,1,75,5.75,5,349,66
3280,1,0,,6,348,0
400,3,6,0.47,1,260,5
1280,1,1,0.16,6,348,1
1100,1,4,0.3,6,163,3
614,1,4,0.85,2,78,4
391,1,51,3.67,20,82,47
550,1,1,1,3,363,1
3900,1,0,,6,347,0
450,1,2,0.15,1,180,1
1035,1,38,2.81,5,349,35
1338,1,23,1.71,5,349,13
215,5,5,0.4,2,323,4
406,2,7,0.55,4,0,6
1201,1,94,7.03,5,360,93
240,10,3,0.25,3,8,3
450,15,0,,4,279,0
1082,1,234,17.12,5,349,211
300,3,0,,1,89,0
200,15,0,,1,365,0
992,1,15,1.14,1,79,13
399,1,20,1.5,3,67,15
1053,1,17,1.24,19,364,15
789,2,27,5.44,1,346,27
200,3,0,,1,365,0
1000,1,16,1.22,2,179,14
1053,1,29,2.15,19,361,21
1053,1,76,5.67,19,362,68
266,1,7,0.52,1,77,3
295,1,12,1.08,1,65,12
400,2,0,,12,177,0
375,1,29,2.16,20,86,27
1053,1,42,3.1,19,362,35
1053,1,45,3.33,19,364,36
1429,1,0,,1,365,0
260,1,1,0.18,1,108,1
7032,2,1,0.08,6,308,1
5550,2,7,0.7,6,320,7
880,1,137,10.41,4,360,120
1331,1,10,0.81,128,361,9
766,1,334,25.3,4,352,259
2000,1,0,,1,365,0
762,7,0,,5,365,0
505,1,19,1.63,9,203,19
350,1,0,,1,139,0
423,2,37,2.98,1,355,35
750,3,22,1.71,2,22,21
415,1,22,1.96,12,362,22
700,2,48,3.99,1,294,48
811,3,0,,4,177,0
200,7,2,0.31,72,333,2
550,1,2,0.26,1,180,2
1111,3,5,0.39,1,159,2
663,1,36,3.38,2,356,36
295,1,7,0.56,1,354,6
404,2,0,,1,304,0
1053,1,39,2.93,19,363,27
487,2,19,1.47,1,90,16
1334,2,12,1.05,28,363,12
500,2,0,,3,365,0
339,2,2,0.16,1,89,1
200,7,5,0.43,72,356,5
600,4,2,0.27,1,88,2
208,1,14,1.07,1,362,13
1900,1,1,0.19,7,289,1
900,2,0,,1,364,0
606,1,3,0.42,1,89,3
363,2,1,0.1,12,7,1
505,1,36,2.73,9,311,33
1053,1,30,2.32,19,364,24
1967,1,11,0.96,12,289,11
1053,1,39,2.99,19,362,32
1053,1,26,2.13,19,364,25
250,3,0,,1,365,0
500,2,9,0.69,8,346,6
400,1,0,,2,325,0
10141,1,0,,1,365,0
300,1,17,3.38,2,363,17
396,2,1,0.1,1,355,1
199,90,0,,1,180,0
250,1,1,0.26,1,355,1
700,2,1,0.11,2,161,1
642,1,188,14.24,3,359,172
200,1,0,,1,365,0
300,1,0,,1,365,0
700,2,0,,1,365,0
400,2,3,0.29,1,348,3
999,2,10,0.84,2,296,10
500,3,0,,1,0,0
1014,1,66,7.53,3,364,66
351,3,2,0.18,5,365,2
650,1,0,,3,364,0
290,15,0,,1,358,0
729,1,248,24.97,3,360,248
843,1,113,12.56,3,364,113
331,1,82,12.36,4,340,82
962,1,4,0.33,128,5,4
450,1,32,2.53,8,345,30
264,3,15,1.18,3,345,14
424,1,30,2.77,8,0,30
479,1,47,3.83,8,337,46
384,1,9,0.91,8,356,9
300,1,1,0.57,1,364,1
504,1,23,2.02,8,360,23
370,1,24,2.06,8,352,24
1825,1,0,,8,355,0
2784,1,0,,2,359,0
1521,2,0,,8,355,0
1521,1,3,0.29,8,363,3
3006,1,3,0.28,2,355,3
399,2,1,0.09,2,355,1
669,1,5,0.42,3,88,5
360,2,3,0.28,7,363,3
260,1,17,1.83,1,324,17
669,1,14,1.1,3,88,12
350,7,0,,2,365,0
1950,1,16,1.26,11,351,13
1221,1,451,35.05,4,360,408
1033,2,35,2.88,11,150,35
500,7,0,,2,87,0
650,1,78,7.52,2,365,78
1493,1,3,0.36,2,363,3
1001,1,37,3.02,6,351,35
450,7,0,,3,363,0
2000,1,7,0.63,2,365,7
962,1,12,1.04,128,3,12
850,1,1,0.1,4,264,1
564,1,0,,1,365,0
350,2,1,0.09,1,365,1
350,2,12,1.04,9,356,12
200,1,3,0.24,2,329,2
800,1,2,0.17,1,178,2
300,7,0,,3,363,0
300,7,0,,3,363,0
2000,1,0,,1,162,0
900,1,4,0.45,1,363,4
974,1,28,2.25,6,269,22
1348,1,77,6.13,4,337,71
1629,1,42,3.4,4,313,41
700,1,0,,2,0,0
281,2,28,2.37,3,166,28
962,1,6,0.5,128,5,6
550,3,1,0.09,1,89,1
490,2,12,1.36,4,359,12
850,2,2,0.17,4,320,2
200,2,1,0.16,4,362,1
499,2,25,2.08,1,61,25
3978,1,0,,2,365,0
1150,1,0,,35,360,0
499,2,13,1.24,4,365,13
213,1,1,0.15,1,325,1
1100,1,1,0.75,35,360,1
425,2,6,0.71,4,358,6
1100,1,1,0.37,35,360,1
500,1,0,,2,365,0
1100,1,0,,35,360,0
494,3,9,0.83,1,0,9
1420,1,1,0.08,8,356,1
12392,1,0,,1,10,0
243,28,3,0.26,7,294,3
1000,3,0,,2,365,0
1250,1,1,0.49,35,360,1
1250,1,1,0.13,35,360,1
1790,1,1,0.08,1,0,1
442,3,0,,1,350,0
1250,1,3,0.48,35,360,3
493,2,21,1.93,1,327,21
277,1,43,3.84,2,30,43
450,1,2,0.25,1,365,2
900,6,0,,2,365,0
400,3,27,2.79,2,174,27
303,20,1,1,1,315,1
330,1,5,0.46,3,336,5
2500,1,0,,3,362,0
579,2,4,0.52,1,276,4
601,3,0,,1,365,0
940,1,78,6.39,6,287,78
300,1,0,,1,355,0
550,95,0,,1,365,0
373,1,29,4.97,10,325,29
1300,4,5,0.42,4,0,5
350,1,1,0.12,1,365,1
12000,1,0,,3,1,0
206,1,0,,1,365,0
990,7,4,0.51,2,364,4
330,1,2,0.26,3,361,2
350,4,7,0.57,1,334,5
329,2,4,0.34,1,0,4
813,1,65,5.31,4,359,64
887,5,0,,1,358,0
700,1,387,31.46,4,362,381
2342,1,1,0.08,12,256,1
1500,1,0,,1,365,0
770,2,7,0.68,10,328,7
529,1,10,0.97,1,356,10
500,2,4,0.35,9,286,4
200,7,0,,2,171,0
200,7,0,,2,272,0
550,5,0,,5,324,0
658,1,74,6.15,12,341,74
356,5,0,,2,358,0
400,1,1,0.18,2,273,1
1053,1,31,2.61,19,360,31
1053,1,31,2.62,19,363,31
1053,1,35,2.92,19,363,35
1053,1,16,1.38,19,364,16
210,1,10,0.91,1,18,10
334,1,1,0.38,1,304,1
500,1,36,3.08,5,349,36
1257,3,0,,13,359,0
832,1,9,1.96,1,359,9
779,2,11,1.04,2,357,11
350,1,0,,1,365,0
500,5,2,0.69,1,263,2
213,3,1,0.63,5,4,1
310,1,41,3.58,11,346,41
50704,1,1,0.68,170,362,1
658,1,74,6.38,12,322,74
1159,1,52,4.41,12,339,52
7099,1,0,,170,365,0
300,15,0,,4,159,0
453,1,1,0.45,1,365,1
542,2,10,0.88,6,55,10
1880,1,12,1.08,2,365,12
1440,1,2,0.26,128,179,2
350,2,1,0.24,1,365,1
500,3,10,0.95,3,187,10
220,1,6,0.55,1,0,6
1000,3,0,,2,364,0
250,1,4,0.34,5,112,4
340,1,0,,1,293,0
750,7,1,0.2,7,365,1
244,1,144,12.59,4,83,144
593,1,12,2.47,1,363,12
485,8,0,,2,364,0
450,2,3,0.28,2,35,3
350,3,5,0.65,4,264,5
594,3,12,1.34,3,365,12
687,2,3,0.36,1,345,3
600,1,12,1.49,7,357,12
450,2,12,1.11,2,63,12
460,1,8,0.9,1,3,8
285,1,41,3.69,1,359,41
507,3,0,,1,179,0
579,2,2,0.18,1,179,2
424,2,6,0.67,6,0,6
380,1,29,2.6,11,319,29
300,1,0,,1,365,0
401,1,46,3.94,11,338,46
350,1,25,2.1,4,331,25
2100,1,2,0.26,1,354,2
1159,1,56,4.8,12,326,56
500,2,54,4.68,1,359,54
2400,1,0,,11,355,0
2500,1,2,0.18,11,360,2
360,2,58,5.12,3,118,58
662,1,105,8.77,12,306,105
333,5,3,1.67,7,356,3
500,1,18,1.88,9,363,18
999,1,2,0.2,1,365,2
1871,1,1,0.1,4,362,1
300,2,0,,2,7,0
370,1,20,1.83,9,348,20
250,2,8,0.7,17,110,8
550,1,34,3.14,9,357,34
1700,3,1,0.11,4,0,1
650,2,8,0.8,1,18,8
250,3,4,0.4,17,138,4
332,1,39,3.46,1,58,39
2500,5,0,,3,364,0
2057,1,1,0.13,4,365,1
360,1,1,0.09,1,325,1
671,2,51,4.46,1,85,51
281,1,51,4.51,1,351,51
500,1,0,,1,364,0
2057,1,0,,4,365,0
300,3,7,0.63,1,365,7
571,1,19,1.82,15,364,19
350,1,81,7.23,9,354,81
1657,1,4,0.51,4,360,4
708,3,2,0.45,10,307,2
550,8,31,2.74,3,322,31
1550,1,0,,1,365,0
320,2,0,,2,263,0
380,1,41,3.59,11,356,41
450,3,0,,1,363,0
751,2,2,0.27,1,365,2
400,1,3,0.79,1,365,3
19268,1,0,,170,365,0
13183,1,0,,170,365,0
700,1,0,,1,365,0
866,1,44,4.04,28,180,44
800,3,0,,1,365,0
215,6,0,,1,365,0
450,3,2,0.71,10,294,2
363,1,29,2.73,11,357,29
750,1,1,0.13,3,358,1
851,2,35,3.23,11,166,35
1010,2,44,4.24,11,152,44
485,2,6,0.55,2,79,6
659,2,2,0.24,2,269,2
989,2,36,3.31,11,167,36
295,2,9,2.81,3,66,9
210,2,1,0.2,1,364,1
685,2,21,2.19,3,360,21
5085,2,0,,4,344,0
410,2,3,0.33,2,114,3
203,10,0,,1,365,0
2400,1,0,,11,355,0
2000,3,3,0.29,2,364,3
250,2,2,0.72,1,362,2
2400,1,0,,11,355,0
384,3,5,0.52,3,358,5
350,1,11,1.42,1,324,11
400,1,7,2.23,3,322,7
350,1,3,0.42,2,356,3
791,1,1,0.15,5,171,1
1307,1,36,3.46,6,352,36
4882,2,1,0.15,4,339,1
1079,1,18,2.19,6,365,18
13183,1,1,0.09,170,365,1
497,2,36,3.82,2,360,36
800,7,0,,1,365,0
956,1,11,1.04,6,356,11
1044,1,2,0.49,6,364,2
2839,1,0,,41,302,0
500,2,0,,2,365,0
651,1,0,,2,364,0
299,2,20,1.88,1,328,20
250,2,1,0.57,1,365,1
300,3,0,,1,90,0
1350,1,8,0.77,11,350,8
356,1,4,2.55,1,360,4
250,1,0,,1,364,0
1800,1,4,0.4,1,80,4
951,1,1,0.88,2,324,1
740,1,1,0.09,2,365,1
300,1,12,1.32,1,82,12
400,3,1,0.15,3,365,1
590,1,10,0.94,1,358,10
417,1,49,4.61,15,363,49
200,1,7,0.86,4,0,7
9000,4,2,1.13,1,202,2
2738,1,5,0.47,8,354,5
395,1,1,0.13,1,364,1
341,3,39,3.64,2,317,39
2637,1,1,0.1,8,353,1
2637,1,0,,8,353,0
3042,1,1,0.1,8,353,1
2400,1,0,,11,355,0
1212,1,2,0.19,15,363,2
962,1,15,1.38,128,10,15
279,1,3,0.28,6,355,3
284,2,47,4.33,2,337,47
508,1,3,0.28,1,220,3
329,4,0,,1,365,0
4056,1,1,0.09,170,365,1
270,1,0,,15,324,0
275,5,4,0.47,2,321,4
250,1,0,,1,359,0
650,3,2,0.42,1,365,2
1000,1,3,0.38,1,364,3
251,1,0,,1,363,0
249,5,5,0.57,6,355,5
250,10,10,1.04,1,142,10
399,2,0,,1,363,0
385,1,31,2.98,12,357,31
370,1,30,2.83,4,352,30
4314,1,0,,1,364,0
400,3,22,2.14,2,171,22
1389,1,21,2.46,9,77,21
260,1,1,0.12,2,362,1
500,1,0,,1,365,0
1051,1,0,,2,336,0
2000,1,0,,1,365,0
441,1,3,0.28,3,205,3
440,1,5,0.47,3,205,5
339,4,6,0.6,11,31,6
442,1,29,2.78,6,54,29
339,7,9,1.03,12,365,9
351,2,39,4.4,4,355,39
355,3,11,1.16,1,340,11
249,1,0,,1,365,0
250,1,0,,1,365,0
300,1,6,0.65,2,355,6
1346,1,3,0.36,9,77,3
201,1,0,,1,365,0
251,1,16,1.55,3,162,16
989,2,22,2.19,11,82,22
300,1,1,0.1,1,0,1
1389,1,6,0.87,9,77,6
634,1,36,3.61,6,52,36
300,2,0,,3,365,0
600,1,38,3.68,15,354,38
990,2,10,1.08,4,353,10
589,1,43,4.62,6,64,43
600,10,0,,1,348,0
824,2,4,0.52,4,364,4
1474,1,0,,9,77,0
1389,1,13,1.55,9,77,13
654,1,14,1.38,3,88,14
660,2,35,3.4,9,45,35
500,2,0,,3,364,0
1143,3,0,,1,365,0
999,1,24,2.45,19,1,24
1000,1,4,0.46,1,365,4
1110,1,20,2.21,19,1,20
888,1,35,3.57,19,1,35
300,2,10,1.41,1,363,10
250,1,0,,1,0,0
3245,1,0,,41,304,0
3854,1,0,,41,304,0
2637,1,0,,41,307,0
335,2,24,2.54,2,79,24
600,1,0,,1,356,0
700,2,8,1.05,9,45,8
303,1,0,,6,0,0
263,3,5,0.49,4,336,5
250,6,0,,1,365,0
203,1,1,0.11,1,362,1
250,3,3,0.33,3,324,3
300,1,0,,1,365,0
296,1,45,7.58,4,351,45
250,3,0,,1,365,0
1400,3,0,,2,364,0
300,2,3,0.38,3,351,3
400,1,18,2.32,1,352,18
250,2,3,0.78,3,325,3
521,1,46,4.78,1,320,46
251,1,1,0.11,1,365,1
722,2,1,0.34,4,0,1
500,1,2,0.23,2,365,2
303,2,6,0.75,1,0,6
406,1,0,,1,177,0
280,1,0,,1,263,0
350,1,30,3.14,24,0,30
600,3,4,0.45,2,325,4
525,1,1,1,2,364,1
593,1,43,10.75,5,365,43
310,3,2,1.11,8,325,2
350,1,0,,1,365,0
233,28,1,0.11,2,293,1
829,1,42,4.47,5,363,42
1799,1,0,,3,78,0
929,1,10,2.33,5,365,10
557,1,15,2.47,1,361,15
375,3,1,0.91,3,362,1
240,1,0,,1,365,0
1800,1,2,0.28,3,78,2
450,3,3,0.38,1,295,3
1411,2,1,0.16,28,351,1
1247,2,6,0.75,28,355,6
517,1,399,40.44,5,363,399
420,1,14,1.41,4,324,14
245,30,1,0.15,2,362,1
450,1,26,2.64,2,356,26
654,2,35,3.6,9,26,35
599,1,41,4.42,8,172,41
700,2,0,,9,26,0
490,1,1,0.23,2,89,1
2839,1,0,,41,304,0
350,1,1,0.16,1,361,1
202,30,0,,1,365,0
250,1,13,1.54,3,140,13
690,2,17,1.94,3,54,17
1131,2,44,5.28,28,349,44
469,1,42,4.52,3,291,42
399,1,16,1.58,3,361,16
519,2,4,0.41,3,160,4
1000,3,0,,1,363,0
3003,1,0,,15,365,0
250,1,2,0.22,3,295,2
350,3,25,2.58,1,90,25
1135,1,13,1.68,2,363,13
550,7,0,,1,232,0
539,1,25,2.65,24,363,25
370,2,26,2.71,4,361,26
250,13,0,,4,364,0
545,1,13,1.37,1,0,13
350,1,3,0.31,1,355,3
1200,1,0,,1,365,0
400,3,4,0.47,1,359,4
290,1,53,5.64,5,360,53
650,1,15,1.55,5,161,15
250,1,24,2.59,3,329,24
290,1,44,4.77,5,362,44
290,1,60,6.5,5,361,60
201,90,0,,1,363,0
650,2,0,,3,365,0
303,1,58,6.17,3,166,58
201,1,0,,1,0,0
350,1,13,1.51,2,346,13
3500,180,0,,1,365,0
3604,1,0,,15,365,0
3604,1,0,,15,365,0
3604,1,0,,15,364,0
3604,1,0,,15,365,0
3604,1,0,,15,365,0
3500,1,0,,15,365,0
555,3,2,0.26,6,364,2
448,1,71,7.47,3,281,71
3500,1,0,,15,365,0
3500,1,0,,15,365,0
406,1,61,6.29,3,293,61
250,1,44,4.85,3,300,44
419,2,7,1.42,1,359,7
3400,1,0,,15,365,0
3500,1,0,,15,365,0
2800,1,1,0.25,15,365,1
3000,1,0,,15,365,0
536,3,0,,2,180,0
3500,1,0,,15,365,0
3500,1,0,,15,365,0
378,1,0,,3,172,0
301,1,2,2,11,5,2
420,3,0,,1,365,0
391,1,5,0.57,11,8,5
395,1,2,0.26,1,89,2
650,2,4,0.52,11,9,4
247,1,0,,3,165,0
45000,2,2,0.21,2,365,2
312,2,10,1.21,16,363,10
400,1,5,0.57,1,364,5
848,1,10,1.88,4,86,10
250,7,1,0.21,8,18,1
260,1,13,1.4,2,365,13
3100,3,2,0.26,2,0,2
890,1,1,0.26,27,364,1
890,1,2,0.29,27,365,2
890,1,1,0.13,27,172,1
890,1,2,0.53,27,173,2
890,1,1,0.26,27,364,1
890,1,0,,27,364,0
599,1,0,,1,365,0
739,1,36,4.01,29,341,36
556,1,13,1.52,29,345,13
490,1,5,0.54,1,365,5
400,1,0,,1,352,0
5400,1,1,0.13,5,365,1
299,1,2,0.23,7,263,2
2637,1,0,,41,294,0
450,1,24,2.65,1,357,24
515,1,10,1.28,7,358,10
5400,1,1,0.13,5,365,1
5900,1,0,,5,365,0
700,7,2,0.26,7,236,2
464,2,6,0.7,11,76,6
550,5,1,0.24,1,365,1
370,2,21,2.27,4,350,21
420,1,22,2.72,1,365,22
450,1,1,0.16,1,0,1
250,3,0,,17,162,0
1200,1,5,0.55,4,306,5
280,2,1,0.12,5,293,1
361,2,28,3.13,3,165,28
490,1,4,0.71,7,172,4
300,30,1,0.13,4,230,1
400,2,4,0.51,2,296,4
500,2,6,0.77,2,323,6
450,30,4,0.48,1,333,4
300,1,11,1.59,1,78,11
586,2,4,0.58,11,78,4
670,2,3,0.5,11,75,3
373,2,4,0.56,2,114,4
1286,1,2,0.23,9,77,2
629,1,21,2.24,29,340,21
531,4,10,1.29,4,144,10
800,1,0,,1,313,0
610,1,21,2.38,29,341,21
739,1,20,2.38,29,337,20
298,5,0,,1,365,0
1271,1,0,,9,77,0
846,1,59,7.5,28,130,59
1467,1,2,0.29,9,77,2
404,1,2,0.27,2,270,2
331,2,32,3.79,2,300,32
790,5,5,0.56,7,200,5
213,1,0,,1,50,0
2000,4,0,,4,0,0
700,1,9,1.72,1,81,9
1270,1,0,,2,365,0
3000,1,0,,7,362,0
370,1,13,1.48,9,364,13
1346,1,18,2.11,9,77,18
715,1,39,4.61,2,323,39
895,1,3,0.36,7,365,3
651,1,52,5.93,4,304,52
350,1,2,0.24,1,0,2
420,1,22,2.51,3,0,22
280,2,4,0.56,1,354,4
350,1,1,0.11,1,365,1
680,1,3,0.34,1,364,3
466,2,7,0.79,3,159,7
406,2,15,1.73,3,159,15
710,2,11,1.45,3,159,11
300,30,0,,4,264,0
450,1,34,3.91,3,363,34
500,1,23,2.94,3,363,23
800,1,6,0.79,3,365,6
800,1,5,0.66,3,365,5
490,3,28,3.7,1,259,28
300,1,7,0.79,4,293,7
306,1,21,2.38,4,362,21
550,2,14,1.74,1,361,14
1100,1,0,,2,288,0
600,2,1,0.16,2,81,1
400,1,0,,1,83,0
656,2,34,3.98,1,356,34
4000,1,1,0.13,1,180,1
553,1,67,7.82,1,324,67
400,1,0,,1,365,0
606,2,0,,1,364,0
580,1,44,5.1,4,313,44
6500,1,0,,1,365,0
1014,1,17,2.25,1,355,17
350,1,1,0.19,1,365,1
1200,2,0,,1,365,0
791,1,0,,1,90,0
700,2,7,0.92,4,364,7
749,1,4,0.55,7,172,4
2600,1,1,0.12,7,361,1
600,1,3,0.35,5,87,3
302,2,13,1.67,14,351,13
350,1,2,0.25,1,355,2
400,1,7,0.9,5,86,7
550,1,6,0.93,3,233,6
290,1,58,6.62,5,349,58
1000,1,0,,3,365,0
403,3,2,0.31,8,218,2
750,3,0,,2,354,0
1200,1,0,,1,262,0
3200,2,1,0.13,1,179,1
401,1,7,0.9,5,87,7
800,1,4,0.5,5,86,4
600,2,15,1.85,3,357,15
290,1,43,4.92,5,360,43
680,1,8,6,1,87,8
800,1,51,6.32,5,356,51
700,2,3,0.44,3,303,3
250,3,2,0.3,8,295,2
2839,1,0,,41,304,0
450,2,12,1.61,2,312,12
721,2,0,,2,354,0
32000,1,0,,4,364,0
85000,1,0,,4,364,0
15000,1,0,,4,364,0
8000,1,0,,4,364,0
514,1,16,1.88,3,139,16
690,1,4,0.57,1,293,4
7078,1,0,,2,365,0
206,180,0,,1,365,0
568,2,4,0.55,6,330,4
548,3,3,0.4,6,356,3
951,1,3,0.37,12,365,3
7084,2,2,0.44,4,346,2
513,1,32,3.81,8,89,32
600,1,26,3.42,3,334,26
371,1,3,0.8,1,363,3
7500,1,0,,1,365,0
571,1,13,3.33,3,294,13
619,1,2,0.24,3,29,2
2200,3,0,,9,89,0
785,1,4,0.49,1,361,4
2174,1,2,0.24,3,364,2
420,2,11,1.37,1,325,11
636,1,17,2.11,2,80,17
341,2,65,7.41,2,358,65
610,1,5,0.6,4,333,5
1000,1,7,0.89,1,228,7
2231,1,0,,41,301,0
226,1,12,5.54,7,73,12
673,1,24,2.89,8,89,24
550,1,0,,1,365,0
548,1,22,2.63,8,88,22
572,1,25,2.98,8,89,25
590,2,0,,1,245,0
380,2,29,3.52,3,162,29
2174,1,2,0.25,3,364,2
1096,2,10,1.27,1,209,10
500,3,13,1.67,3,359,13
470,30,1,0.13,1,0,1
600,1,0,,1,358,0
610,1,6,0.97,4,333,6
610,1,1,0.12,4,337,1
364,1,1,0.24,1,81,1
250,1,19,2.31,11,324,19
7099,1,0,,2,365,0
303,30,0,,1,19,0
1800,1,0,,1,365,0
750,1,38,4.69,28,171,38
375,2,1,0.15,1,324,1
400,1,1,0.13,1,324,1
320,7,8,1.01,3,290,8
690,1,26,3.16,2,350,26
380,3,7,0.86,3,364,7
305,1,51,6.51,2,361,51
365,1,0,,1,180,0
370,1,25,6.64,2,360,25
305,1,17,2.76,2,361,17
754,1,24,2.99,15,360,24
314,1,1,0.14,1,170,1
556,1,12,1.54,2,340,12
1131,1,55,7.05,9,354,55
600,1,28,3.47,4,356,28
350,1,0,,3,365,0
389,1,14,1.78,1,341,14
1350,1,1,0.13,1,364,1
550,1,4,2.61,6,361,4
450,1,1,0.37,1,365,1
500,1,2,0.35,2,365,2
4604,3,2,0.26,2,365,2
966,2,9,1.18,12,365,9
449,1,1,0.13,1,364,1
666,1,2,0.3,3,0,2
758,1,14,1.9,44,293,14
758,1,7,1.06,44,223,7
670,2,18,2.5,1,141,18
547,1,30,3.73,2,82,30
2174,1,0,,3,364,0
800,1,4,0.51,2,334,4
378,30,0,,5,364,0
390,1,1,0.25,1,224,1
287,2,16,2,14,358,16
261,2,9,1.15,47,363,9
4036,1,0,,1,365,0
500,2,16,2.04,2,363,16
973,1,8,1.09,128,6,8
300,1,0,,1,0,0
974,1,7,0.9,12,365,7
804,1,6,0.77,12,360,6
1049,2,4,0.51,12,364,4
303,7,1,0.24,6,189,1
516,2,1,0.15,2,365,1
350,1,4,0.51,2,78,4
720,15,0,,7,294,0
795,1,4,0.5,1,328,4
300,1,0,,1,355,0
470,1,48,6.23,9,365,48
544,1,18,2.37,9,182,18
350,1,8,1.05,8,354,8
283,2,9,1.23,1,101,9
300,1,10,1.36,8,358,10
206,1,11,1.52,3,338,11
650,1,3,1.45,8,358,3
650,1,5,0.74,2,18,5
499,1,5,1.44,3,361,5
257,1,5,0.71,1,355,5
404,2,0,,12,186,0
608,15,0,,1,81,0
436,3,2,0.42,2,353,2
206,2,4,0.53,3,338,4
500,1,3,0.88,2,365,3
2738,1,3,0.4,41,304,3
883,2,11,1.47,1,351,11
851,1,8,1.07,1,350,8
490,1,40,5.29,15,357,40
490,1,52,6.84,15,330,52
300,1,1,0.15,8,358,1
490,1,37,5.21,15,349,37
490,1,50,6.58,15,344,50
300,1,3,0.43,4,365,3
490,1,35,4.63,15,355,35
490,1,53,7.57,15,349,53
1000,2,1,0.13,1,365,1
500,3,0,,1,365,0
1120,1,36,4.89,3,267,36
289,1,0,,2,324,0
