,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
6165,4000.0,1.0,1.0,0.13,1.0,180,1.0
6166,553.0,1.0,67.0,1.1,1.0,324,67.0
6167,400.0,1.0,0.0,1.3,1.0,365,0.0
6168,606.0,2.0,0.0,1.3,1.0,364,0.0
6169,580.0,1.0,44.0,5.1,4.0,313,44.0
6170,6500.0,1.0,0.0,1.3,1.0,365,0.0
6171,1014.0,1.0,17.0,2.25,1.0,355,17.0
6172,350.0,1.0,1.0,0.19,1.0,365,1.0
6173,1200.0,2.0,0.0,1.3,1.0,365,0.0
6174,791.0,1.0,0.0,1.3,1.0,90,0.0
6175,700.0,2.0,7.0,0.92,4.0,364,7.0
6176,749.0,1.0,4.0,0.55,7.0,172,4.0
6177,2600.0,1.0,1.0,0.12,7.0,361,1.0
6178,600.0,1.0,3.0,0.35,5.0,87,3.0
6179,302.0,2.0,13.0,1.67,14.0,351,13.0
6180,350.0,1.0,2.0,0.25,1.0,355,2.0
6181,400.0,1.0,7.0,0.9,5.0,86,7.0
6182,550.0,1.0,6.0,0.93,3.0,233,6.0
6183,290.0,1.0,58.0,6.62,5.0,349,58.0
6184,1000.0,1.0,0.0,1.3,3.0,365,0.0
6185,403.0,3.0,2.0,0.31,8.0,218,2.0
6186,750.0,3.0,0.0,1.3,2.0,354,0.0
6187,1200.0,1.0,0.0,1.3,1.0,262,0.0
6188,3200.0,2.0,1.0,0.13,1.0,179,1.0
6189,401.0,1.0,7.0,0.9,5.0,87,7.0
6190,800.0,1.0,4.0,0.5,5.0,86,4.0
6191,600.0,2.0,15.0,1.85,3.0,357,15.0
6192,290.0,1.0,43.0,4.92,5.0,360,43.0
6193,680.0,1.0,8.0,6.0,1.0,87,8.0
6194,800.0,1.0,51.0,6.32,5.0,356,51.0
6195,700.0,2.0,3.0,0.44,3.0,303,3.0
6196,250.0,3.0,2.0,0.3,8.0,295,2.0
6197,2839.0,1.0,0.0,1.3,4.4,304,0.0
6198,450.0,2.0,12.0,1.61,2.0,312,12.0
6199,721.0,2.0,0.0,1.3,2.0,354,0.0
6200,742.2,1.0,0.0,1.3,4.0,364,0.0
6201,742.2,1.0,0.0,1.3,4.0,364,0.0
6202,15000.0,1.0,0.0,1.3,4.0,364,0.0
6203,8000.0,1.0,0.0,1.3,4.0,364,0.0
6204,514.0,1.0,16.0,1.88,3.0,139,16.0
6205,690.0,1.0,4.0,0.57,1.0,293,4.0
6206,7078.0,1.0,0.0,1.3,2.0,365,0.0
6207,206.0,2.9,0.0,1.3,1.0,365,0.0
6208,568.0,2.0,4.0,0.55,6.0,330,4.0
6209,548.0,3.0,3.0,0.4,6.0,356,3.0
6210,951.0,1.0,3.0,0.37,12.0,365,3.0
6211,7084.0,2.0,2.0,0.44,4.0,346,2.0
6212,513.0,1.0,32.0,3.81,8.0,89,32.0
6213,600.0,1.0,26.0,3.42,3.0,334,26.0
6214,371.0,1.0,3.0,0.8,1.0,363,3.0
6215,7500.0,1.0,0.0,1.3,1.0,365,0.0
6216,571.0,1.0,13.0,3.33,3.0,294,13.0
6217,619.0,1.0,2.0,0.24,3.0,29,2.0
6218,2200.0,3.0,0.0,1.3,9.0,89,0.0
6219,785.0,1.0,4.0,0.49,1.0,361,4.0
6220,2174.0,1.0,2.0,0.24,3.0,364,2.0
6221,420.0,2.0,11.0,1.37,1.0,325,11.0
6222,636.0,1.0,17.0,2.11,2.0,80,17.0
6223,341.0,2.0,65.0,1.1,2.0,358,65.0
6224,610.0,1.0,5.0,0.6,4.0,333,5.0
6225,1000.0,1.0,7.0,0.89,1.0,228,7.0
6226,2231.0,1.0,0.0,1.3,4.4,301,0.0
6227,226.0,1.0,12.0,5.54,7.0,73,12.0
6228,673.0,1.0,24.0,2.89,8.0,89,24.0
6229,550.0,1.0,0.0,1.3,1.0,365,0.0
6230,548.0,1.0,22.0,2.63,8.0,88,22.0
6231,572.0,1.0,25.0,2.98,8.0,89,25.0
6232,590.0,2.0,0.0,1.3,1.0,245,0.0
6233,380.0,2.0,29.0,3.52,3.0,162,29.0
6234,2174.0,1.0,2.0,0.25,3.0,364,2.0
6235,1096.0,2.0,10.0,1.27,1.0,209,10.0
6236,500.0,3.0,13.0,1.67,3.0,359,13.0
6237,470.0,30.0,1.0,0.13,1.0,0,1.0
6238,600.0,1.0,0.0,1.3,1.0,358,0.0
6239,610.0,1.0,6.0,0.97,4.0,333,6.0
6240,610.0,1.0,1.0,0.12,4.0,337,1.0
6241,364.0,1.0,1.0,0.24,1.0,81,1.0
6242,250.0,1.0,19.0,2.31,11.0,324,19.0
6243,7099.0,1.0,0.0,1.3,2.0,365,0.0
6244,303.0,30.0,0.0,1.3,1.0,19,0.0
6245,1800.0,1.0,0.0,1.3,1.0,365,0.0
6246,750.0,1.0,38.0,4.69,28.0,171,38.0
6247,375.0,2.0,1.0,0.15,1.0,324,1.0
6248,400.0,1.0,1.0,0.13,1.0,324,1.0
6249,320.0,7.0,8.0,1.01,3.0,290,8.0
6250,690.0,1.0,26.0,3.16,2.0,350,26.0
6251,380.0,3.0,7.0,0.86,3.0,364,7.0
6252,305.0,1.0,51.0,6.51,2.0,361,51.0
6253,365.0,1.0,0.0,1.3,1.0,180,0.0
6254,370.0,1.0,25.0,6.64,2.0,360,25.0
6255,305.0,1.0,17.0,2.76,2.0,361,17.0
6256,754.0,1.0,24.0,2.99,15.0,360,24.0
6257,314.0,1.0,1.0,0.14,1.0,170,1.0
6258,556.0,1.0,12.0,1.54,2.0,340,12.0
6259,1131.0,1.0,55.0,7.05,9.0,354,55.0
6260,600.0,1.0,28.0,3.47,4.0,356,28.0
6261,350.0,1.0,0.0,1.3,3.0,365,0.0
6262,389.0,1.0,14.0,1.78,1.0,341,14.0
6263,1350.0,1.0,1.0,0.13,1.0,364,1.0
6264,550.0,1.0,4.0,2.61,6.0,361,4.0
6265,450.0,1.0,1.0,0.37,1.0,365,1.0
6266,500.0,1.0,2.0,0.35,2.0,365,2.0
6267,4604.0,3.0,2.0,0.26,2.0,365,2.0
6268,966.0,2.0,9.0,1.18,12.0,365,9.0
6269,449.0,1.0,1.0,0.13,1.0,364,1.0
6270,666.0,1.0,2.0,0.3,3.0,0,2.0
6271,758.0,1.0,14.0,1.9,4.4,293,14.0
6272,758.0,1.0,7.0,1.06,4.4,223,7.0
6273,670.0,2.0,18.0,2.5,1.0,141,18.0
6274,547.0,1.0,30.0,3.73,2.0,82,30.0
6275,2174.0,1.0,0.0,1.3,3.0,364,0.0
6276,800.0,1.0,4.0,0.51,2.0,334,4.0
6277,378.0,30.0,0.0,1.3,5.0,364,0.0
6278,390.0,1.0,1.0,0.25,1.0,224,1.0
6279,287.0,2.0,16.0,2.0,14.0,358,16.0
6280,261.0,2.0,9.0,1.15,4.4,363,9.0
6281,4036.0,1.0,0.0,1.3,1.0,365,0.0
6282,500.0,2.0,16.0,2.04,2.0,363,16.0
6283,973.0,1.0,8.0,1.09,4.4,6,8.0
6284,300.0,1.0,0.0,1.3,1.0,0,0.0
6285,974.0,1.0,7.0,0.9,12.0,365,7.0
6286,804.0,1.0,6.0,0.77,12.0,360,6.0
6287,1049.0,2.0,4.0,0.51,12.0,364,4.0
6288,303.0,7.0,1.0,0.24,6.0,189,1.0
6289,516.0,2.0,1.0,0.15,2.0,365,1.0
6290,350.0,1.0,4.0,0.51,2.0,78,4.0
6291,720.0,15.0,0.0,1.3,7.0,294,0.0
6292,795.0,1.0,4.0,0.5,1.0,328,4.0
6293,300.0,1.0,0.0,1.3,1.0,355,0.0
6294,470.0,1.0,48.0,6.23,9.0,365,48.0
6295,544.0,1.0,18.0,2.37,9.0,182,18.0
6296,350.0,1.0,8.0,1.05,8.0,354,8.0
6297,283.0,2.0,9.0,1.23,1.0,101,9.0
6298,300.0,1.0,10.0,1.36,8.0,358,10.0
6299,206.0,1.0,11.0,1.52,3.0,338,11.0
6300,650.0,1.0,3.0,1.45,8.0,358,3.0
6301,650.0,1.0,5.0,0.74,2.0,18,5.0
6302,499.0,1.0,5.0,1.44,3.0,361,5.0
6303,257.0,1.0,5.0,0.71,1.0,355,5.0
6304,404.0,2.0,0.0,1.3,12.0,186,0.0
6305,608.0,15.0,0.0,1.3,1.0,81,0.0
6306,436.0,3.0,2.0,0.42,2.0,353,2.0
6307,206.0,2.0,4.0,0.53,3.0,338,4.0
6308,500.0,1.0,3.0,0.88,2.0,365,3.0
6309,2738.0,1.0,3.0,0.4,4.4,304,3.0
6310,883.0,2.0,11.0,1.47,1.0,351,11.0
6311,851.0,1.0,8.0,1.07,1.0,350,8.0
6312,490.0,1.0,40.0,5.29,15.0,357,40.0
6313,490.0,1.0,52.0,6.84,15.0,330,52.0
6314,300.0,1.0,1.0,0.15,8.0,358,1.0
6315,490.0,1.0,37.0,5.21,15.0,349,37.0
6316,490.0,1.0,50.0,6.58,15.0,344,50.0
6317,300.0,1.0,3.0,0.43,4.0,365,3.0
6318,490.0,1.0,35.0,4.63,15.0,355,35.0
6319,490.0,1.0,53.0,1.1,15.0,349,53.0
6320,1000.0,2.0,1.0,0.13,1.0,365,1.0
6321,500.0,3.0,0.0,1.3,1.0,365,0.0
6322,1120.0,1.0,36.0,4.89,3.0,267,36.0
6323,289.0,1.0,0.0,1.3,2.0,324,0.0
6324,250.0,7.0,0.0,1.3,8.0,351,0.0
6325,666.0,2.0,24.0,3.44,9.0,55,24.0
6326,1197.0,1.0,0.0,1.3,2.0,365,0.0
6327,1350.0,1.0,6.0,0.87,11.0,350,6.0
6328,400.0,3.0,0.0,1.3,1.0,347,0.0
6329,329.0,2.0,15.0,2.03,14.0,362,15.0
6330,500.0,1.0,9.0,1.2,1.0,266,9.0
6331,420.0,1.0,1.0,0.37,2.0,51,1.0
6332,815.0,1.0,11.0,1.53,1.0,357,11.0
6333,400.0,1.0,1.0,0.38,1.0,365,1.0
6334,2400.0,3.0,0.0,1.3,3.0,351,0.0
6335,436.0,1.0,0.0,1.3,1.0,365,0.0
6336,236.0,28.0,4.0,0.63,5.0,270,4.0
6337,650.0,1.0,12.0,1.58,1.0,364,12.0
6338,775.0,3.0,1.0,0.14,2.0,233,1.0
6339,450.0,2.0,1.0,0.14,1.0,324,1.0
6340,400.0,1.0,3.0,0.42,2.0,365,3.0
6341,500.0,1.0,1.0,0.27,2.0,324,1.0
6342,400.0,2.0,21.0,2.8,3.0,344,21.0
6343,600.0,2.0,8.0,2.61,12.0,355,8.0
6344,500.0,1.0,4.0,0.88,3.0,360,4.0
6345,500.0,1.0,5.0,1.09,3.0,360,5.0
6346,500.0,1.0,4.0,1.33,3.0,360,4.0
6347,240.0,6.0,5.0,0.85,11.0,165,5.0
6348,250.0,1.0,0.0,1.3,1.0,324,0.0
6349,250.0,1.0,0.0,1.3,1.0,365,0.0
6350,681.0,1.0,17.0,2.38,4.0,253,17.0
6351,300.0,6.0,1.0,0.59,11.0,360,1.0
6352,240.0,6.0,3.0,0.41,11.0,281,3.0
6353,300.0,6.0,1.0,1.0,11.0,349,1.0
6354,560.0,6.0,0.0,1.3,11.0,360,0.0
6355,360.0,3.0,3.0,0.8,11.0,360,3.0
6356,707.0,2.0,1.0,0.16,2.0,0,1.0
6357,657.0,1.0,17.0,2.33,4.0,264,17.0
6358,600.0,1.0,17.0,2.39,4.0,263,17.0
6359,550.0,1.0,0.0,1.3,1.0,90,0.0
6360,400.0,1.0,74.0,1.1,4.0,304,74.0
6361,758.0,1.0,19.0,2.41,4.4,224,19.0
6362,246.0,1.0,5.0,0.66,3.0,351,5.0
6363,350.0,1.0,0.0,1.3,1.0,365,0.0
6364,964.0,1.0,8.0,1.1,3.0,364,8.0
6365,758.0,1.0,21.0,2.8,4.4,226,21.0
6366,250.0,3.0,8.0,1.22,8.0,298,8.0
6367,758.0,1.0,18.0,2.43,4.4,52,18.0
6368,758.0,1.0,13.0,1.73,4.4,228,13.0
6369,603.0,2.0,0.0,1.3,2.0,364,0.0
6370,800.0,1.0,14.0,1.89,4.4,49,14.0
6371,800.0,1.0,10.0,1.45,4.4,51,10.0
6372,650.0,1.0,7.0,0.91,1.0,171,7.0
6373,608.0,3.0,4.0,0.53,1.0,362,4.0
6374,500.0,1.0,0.0,1.3,1.0,365,0.0
6375,2900.0,1.0,5.0,0.71,5.0,365,5.0
6376,271.0,1.0,24.0,1.1,1.0,355,24.0
6377,600.0,2.0,0.0,1.3,1.0,363,0.0
6378,500.0,1.0,3.0,0.39,2.0,8,3.0
6379,296.0,30.0,0.0,1.3,5.0,365,0.0
6380,351.0,30.0,0.0,1.3,5.0,365,0.0
6381,284.0,30.0,1.0,0.14,5.0,365,1.0
6382,500.0,1.0,0.0,1.3,2.0,263,0.0
6383,754.0,2.0,5.0,1.43,12.0,351,5.0
6384,390.0,1.0,12.0,1.58,1.0,80,12.0
6385,758.0,1.0,31.0,4.01,4.4,50,31.0
6386,758.0,1.0,24.0,3.2,4.4,224,24.0
6387,280.0,5.0,3.0,0.4,2.0,139,3.0
6388,592.0,1.0,8.0,1.12,29.0,338,8.0
6389,550.0,1.0,9.0,1.59,6.0,357,9.0
6390,550.0,1.0,4.0,0.55,6.0,361,4.0
6391,964.0,1.0,7.0,0.96,3.0,357,7.0
6392,900.0,1.0,4.0,0.63,5.0,348,4.0
6393,384.0,30.0,0.0,1.3,5.0,365,0.0
6394,250.0,7.0,3.0,0.45,8.0,161,3.0
6395,1197.0,2.0,8.0,1.12,28.0,360,8.0
6396,449.0,20.0,3.0,0.39,1.0,353,3.0
6397,750.0,1.0,17.0,2.76,28.0,182,17.0
6398,286.0,1.0,6.0,0.82,1.0,354,6.0
6399,846.0,1.0,31.0,5.25,28.0,168,31.0
6400,462.0,1.0,1.0,0.13,1.0,293,1.0
6401,822.0,2.0,3.0,0.4,2.0,266,3.0
6402,250.0,1.0,5.0,1.39,1.0,150,5.0
6403,450.0,1.0,0.0,1.3,1.0,365,0.0
6404,784.0,2.0,1.0,0.91,2.0,83,1.0
6405,550.0,1.0,33.0,4.23,2.0,359,33.0
6406,586.0,3.0,4.0,0.52,6.0,355,4.0
6407,758.0,1.0,18.0,2.49,4.4,225,18.0
6408,800.0,1.0,14.0,1.82,4.4,52,14.0
6409,350.0,8.0,8.0,1.03,2.0,325,8.0
6410,332.0,1.0,20.0,2.55,16.0,359,20.0
6411,250.0,7.0,1.0,0.15,1.0,365,1.0
6412,657.0,1.0,11.0,2.84,1.0,357,11.0
6413,1000.0,2.0,0.0,1.3,2.0,355,0.0
6414,350.0,2.0,2.0,0.31,1.0,171,2.0
6415,480.0,1.0,0.0,1.3,1.0,365,0.0
6416,877.0,1.0,6.0,0.94,1.0,180,6.0
6417,1143.0,2.0,1.0,0.14,3.0,173,1.0
6418,350.0,1.0,1.0,0.14,1.0,365,1.0
6419,1742.0,1.0,0.0,1.3,3.0,361,0.0
6420,450.0,1.0,1.0,0.2,1.0,324,1.0
6421,1560.0,1.0,0.0,1.3,11.0,350,0.0
6422,833.0,1.0,28.0,4.59,28.0,187,28.0
6423,650.0,1.0,27.0,3.8,1.0,357,27.0
6424,700.0,1.0,1.0,0.16,1.0,365,1.0
6425,334.0,1.0,30.0,4.19,8.0,175,30.0
6426,499.0,2.0,12.0,1.85,1.0,346,12.0
6427,177.0,1.0,0.0,1.3,1.0,362,0.0
6428,600.0,1.0,0.0,1.3,1.0,361,0.0
6429,635.0,2.0,11.0,1.79,1.0,365,11.0
6430,459.0,2.0,0.0,1.3,2.0,365,0.0
6431,339.0,4.0,2.0,0.67,11.0,3,2.0
6432,300.0,1.0,10.0,1.62,1.0,353,10.0
6433,350.0,1.0,1.0,0.15,2.0,365,1.0
6434,400.0,1.0,1.0,0.37,1.0,364,1.0
6435,650.0,1.0,4.0,0.99,29.0,365,4.0
6436,693.0,1.0,2.0,0.56,29.0,365,2.0
6437,400.0,1.0,12.0,2.21,3.0,365,12.0
6438,479.0,1.0,109.0,1.1,4.0,162,5.9
6439,350.0,28.0,1.0,0.32,1.0,0,1.0
6440,969.0,1.0,15.4,1.1,3.0,361,5.9
6441,1101.0,1.0,2.0,0.29,3.0,356,2.0
6442,1436.0,1.0,0.0,1.3,3.0,356,0.0
6443,680.0,1.0,1.0,0.16,2.0,139,1.0
6444,353.0,1.0,30.0,4.23,3.0,134,30.0
6445,450.0,1.0,0.0,1.3,1.0,364,0.0
6446,400.0,1.0,5.0,0.73,1.0,356,5.0
6447,400.0,1.0,1.0,1.0,1.0,364,1.0
6448,290.0,2.0,16.0,2.32,4.4,361,16.0
6449,530.0,3.0,3.0,0.45,1.0,286,3.0
6450,641.0,1.0,5.0,0.72,2.0,365,5.0
6451,800.0,1.0,5.0,0.87,4.0,320,5.0
6452,300.0,1.0,9.0,2.2,1.0,59,9.0
6453,718.0,1.0,8.0,1.76,9.0,352,8.0
6454,350.0,1.0,0.0,1.3,1.0,364,0.0
6455,300.0,1.0,4.0,0.61,2.0,365,4.0
6456,300.0,6.0,1.0,0.28,3.0,356,1.0
6457,857.0,2.0,0.0,1.3,3.0,180,0.0
6458,409.0,1.0,2.0,0.53,1.0,365,2.0
6459,242.0,15.0,1.0,0.19,8.0,0,1.0
6460,9998.0,1.0,0.0,1.3,2.0,365,0.0
6461,250.0,1.0,3.0,0.42,2.0,355,3.0
6462,411.0,1.0,18.0,2.55,9.0,155,18.0
6463,700.0,1.0,0.0,1.3,1.0,259,0.0
6464,370.0,14.0,1.0,0.36,2.0,56,1.0
6465,380.0,1.0,22.0,5.64,2.0,75,22.0
6466,314.0,2.0,5.0,0.76,8.0,342,5.0
6467,600.0,2.0,2.0,0.44,1.0,180,2.0
6468,1979.0,2.0,6.0,0.93,6.0,283,6.0
6469,320.0,3.0,29.0,4.51,2.0,272,29.0
6470,400.0,1.0,0.0,1.3,1.0,18,0.0
6471,260.0,1.0,8.0,1.2,1.0,365,8.0
6472,1310.0,1.0,13.0,2.27,5.0,362,13.0
6473,981.0,1.0,33.0,4.95,3.0,322,33.0
6474,364.0,2.0,4.0,0.78,5.0,349,4.0
6475,1002.0,2.0,2.0,0.3,4.0,364,2.0
6476,827.0,2.0,5.0,0.75,4.0,364,5.0
6477,1200.0,1.0,0.0,1.3,1.0,364,0.0
6478,1595.0,1.0,4.0,0.65,6.0,132,4.0
6479,1757.0,2.0,2.0,0.33,6.0,139,2.0
6480,1500.0,2.0,0.0,1.3,3.0,350,0.0
6481,650.0,1.0,6.0,0.9,1.0,356,6.0
6482,500.0,1.0,19.0,4.91,2.0,262,19.0
6483,1000.0,1.0,0.0,1.3,1.0,364,0.0
6484,999.0,1.0,0.0,1.3,1.0,359,0.0
6485,350.0,3.0,0.0,1.3,2.0,293,0.0
6486,210.0,1.0,1.0,0.16,1.0,0,1.0
6487,250.0,7.0,4.0,0.71,1.0,129,4.0
6488,350.0,3.0,3.0,0.47,8.0,354,3.0
6489,216.0,2.9,0.0,1.3,2.0,365,0.0
6490,622.0,1.0,25.0,4.84,3.0,361,25.0
6491,350.0,3.0,1.0,0.21,2.0,293,1.0
6492,650.0,1.0,2.0,0.34,2.0,365,2.0
6493,1115.0,1.0,13.0,2.1,1.0,136,13.0
6494,750.0,3.0,3.0,0.47,1.0,349,3.0
6495,636.0,1.0,10.0,1.43,23.0,355,10.0
6496,300.0,2.0,5.0,0.74,1.0,355,5.0
6497,300.0,5.0,1.0,1.0,1.0,294,1.0
6498,395.0,1.0,9.0,1.35,3.0,0,9.0
6499,1500.0,3.0,1.0,0.2,1.0,89,1.0
6500,475.0,28.0,1.0,0.44,3.0,365,1.0
6501,250.0,1.0,0.0,1.3,1.0,355,0.0
6502,450.0,1.0,12.0,2.05,1.0,362,12.0
6503,599.0,2.0,3.0,0.5,6.0,330,3.0
6504,430.0,1.0,45.0,6.89,7.0,309,45.0
6505,550.0,3.0,0.0,1.3,3.0,354,0.0
6506,600.0,1.0,1.0,0.15,1.0,362,1.0
6507,1200.0,3.0,4.0,0.88,2.0,364,4.0
6508,399.0,1.0,0.0,1.3,3.0,365,0.0
6509,204.0,7.0,0.0,1.3,2.0,336,0.0
6510,1714.0,1.0,8.0,1.2,1.0,343,8.0
6511,749.0,1.0,0.0,1.3,2.0,326,0.0
6512,350.0,1.0,14.0,2.1,3.0,176,14.0
6513,848.0,1.0,0.0,1.3,2.0,365,0.0
6514,405.0,2.0,15.0,3.49,2.0,105,15.0
6515,495.0,7.0,2.0,0.32,1.0,0,2.0
6516,373.0,1.0,19.0,3.7,10.0,358,19.0
6517,309.0,1.0,23.0,3.73,4.0,345,23.0
6518,390.0,1.0,2.0,0.43,1.0,232,2.0
6519,500.0,3.0,2.0,0.31,2.0,324,2.0
6520,373.0,1.0,22.0,3.79,10.0,347,22.0
6521,368.0,1.0,21.0,3.64,10.0,353,21.0
6522,600.0,2.0,9.0,1.72,3.0,325,9.0
6523,444.0,1.0,0.0,1.3,1.0,365,0.0
6524,373.0,1.0,14.0,2.78,10.0,363,14.0
6525,215.0,30.0,1.0,0.19,3.0,204,1.0
6526,424.0,1.0,34.0,5.57,2.0,37,34.0
6527,520.0,1.0,2.0,0.36,8.0,365,2.0
6528,560.0,1.0,10.0,1.65,8.0,363,10.0
6529,900.0,1.0,0.0,1.3,1.0,90,0.0
6530,340.0,3.0,9.0,2.73,1.0,354,9.0
6531,1454.0,1.0,1.0,0.4,6.0,135,1.0
6532,390.0,2.0,11.0,2.87,4.0,85,11.0
6533,524.0,3.0,0.0,1.3,7.0,0,0.0
6534,420.0,3.0,0.0,1.3,7.0,0,0.0
6535,420.0,3.0,0.0,1.3,7.0,0,0.0
6536,248.0,2.0,13.0,2.62,4.4,362,13.0
6537,420.0,3.0,1.0,0.15,7.0,0,1.0
6538,420.0,3.0,1.0,0.24,7.0,0,1.0
6539,524.0,3.0,0.0,1.3,7.0,0,0.0
6540,420.0,3.0,1.0,0.81,7.0,0,1.0
6541,500.0,1.0,10.0,1.6,1.0,175,10.0
6542,420.0,3.0,1.0,0.22,7.0,1,1.0
6543,420.0,3.0,2.0,0.34,7.0,1,2.0
6544,420.0,3.0,1.0,0.22,7.0,0,1.0
6545,269.0,2.0,1.0,0.41,1.0,161,1.0
6546,450.0,2.0,5.0,0.73,7.0,348,5.0
6547,869.0,1.0,26.0,5.23,28.0,183,26.0
6548,757.0,25.0,0.0,1.3,1.0,365,0.0
6549,1000.0,1.0,4.0,0.69,4.0,365,4.0
6550,1858.0,1.0,0.0,1.3,2.0,365,0.0
6551,795.0,1.0,0.0,1.3,7.0,365,0.0
6552,2120.0,1.0,0.0,1.3,2.0,90,0.0
6553,350.0,2.0,29.0,4.53,4.0,344,29.0
6554,369.0,2.0,9.0,1.36,4.0,34,9.0
6555,650.0,2.0,15.0,2.38,1.0,254,15.0
6556,300.0,2.0,13.0,2.11,4.0,0,13.0
6557,328.0,1.0,11.0,1.94,8.0,353,11.0
6558,581.0,3.0,13.0,2.34,3.0,176,13.0
6559,450.0,2.0,1.0,0.26,3.0,344,1.0
6560,450.0,1.0,0.0,1.3,1.0,365,0.0
6561,429.0,1.0,15.0,5.92,8.0,124,15.0
6562,393.0,1.0,12.0,1.91,18.0,0,12.0
6563,240.0,30.0,0.0,1.3,2.0,364,0.0
6564,556.0,1.0,16.0,2.59,9.0,183,16.0
6565,707.0,1.0,6.0,0.97,9.0,139,6.0
6566,632.0,1.0,21.0,3.42,9.0,352,21.0
6567,600.0,1.0,0.0,1.3,1.0,365,0.0
6568,1010.0,2.0,20.0,3.39,11.0,75,20.0
6569,399.0,1.0,1.0,1.0,10.0,363,1.0
6570,359.0,1.0,19.0,3.24,10.0,361,19.0
6571,359.0,1.0,15.0,2.83,10.0,356,15.0
6572,750.0,1.0,28.0,4.83,28.0,176,28.0
6573,390.0,2.0,1.0,0.18,1.0,179,1.0
6574,660.0,1.0,5.0,1.29,1.0,356,5.0
6575,420.0,2.0,2.0,0.31,3.0,1,2.0
6576,3261.0,1.0,1.0,1.0,4.4,365,1.0
6577,3261.0,1.0,3.0,0.58,4.4,365,3.0
6578,500.0,3.0,1.0,0.19,3.0,1,1.0
6579,3261.0,1.0,0.0,1.3,4.4,365,0.0
6580,290.0,1.0,1.0,0.21,1.0,87,1.0
6581,450.0,1.0,10.0,2.63,7.0,361,10.0
6582,540.0,1.0,6.0,1.02,8.0,365,6.0
6583,756.0,2.0,28.0,4.49,1.0,36,28.0
6584,509.0,2.0,4.0,0.92,10.0,161,4.0
6585,559.0,2.0,9.0,1.48,10.0,161,9.0
6586,450.0,1.0,1.0,0.17,3.0,137,1.0
6587,400.0,5.0,4.0,0.78,2.0,356,4.0
6588,836.0,1.0,4.0,0.79,24.0,347,4.0
6589,460.0,1.0,4.0,0.69,8.0,365,4.0
6590,450.0,1.0,3.0,1.36,1.0,275,3.0
6591,750.0,1.0,12.0,2.98,28.0,188,12.0
6592,399.0,1.0,17.0,3.02,10.0,359,17.0
6593,833.0,1.0,10.0,2.07,28.0,191,10.0
6594,479.0,2.0,0.0,1.3,10.0,161,0.0
6595,657.0,1.0,0.0,1.3,4.0,365,0.0
6596,520.0,1.0,5.0,0.89,8.0,365,5.0
6597,540.0,1.0,6.0,1.02,8.0,365,6.0
6598,595.0,3.0,1.0,0.64,6.0,355,1.0
6599,700.0,2.0,10.0,1.74,3.0,142,10.0
6600,338.0,1.0,4.0,1.28,1.0,322,4.0
6601,360.0,1.0,0.0,1.3,2.0,365,0.0
6602,633.0,2.0,30.0,5.2,1.0,54,30.0
6603,650.0,2.0,1.0,1.0,12.0,362,1.0
6604,499.0,2.0,17.0,3.19,3.0,359,17.0
6605,385.0,1.0,1.0,1.0,5.0,365,1.0
6606,401.0,1.0,17.0,3.07,7.0,362,17.0
6607,450.0,2.0,1.0,0.18,7.0,259,1.0
6608,450.0,1.0,6.0,1.15,1.0,311,6.0
6609,351.0,1.0,20.0,3.47,7.0,340,20.0
6610,586.0,2.0,0.0,1.3,16.0,0,0.0
6611,599.0,1.0,0.0,1.3,3.0,0,0.0
6612,545.0,2.0,4.0,0.72,16.0,0,4.0
6613,470.0,3.0,10.0,1.72,1.0,0,10.0
6614,320.0,1.0,2.0,0.35,5.0,365,2.0
6615,833.0,1.0,11.0,2.89,28.0,189,11.0
6616,869.0,1.0,18.0,4.35,28.0,182,18.0
6617,869.0,1.0,22.0,5.04,28.0,169,22.0
6618,700.0,2.0,5.0,0.86,4.0,0,5.0
6619,320.0,1.0,3.0,0.53,5.0,365,3.0
6620,680.0,1.0,4.0,0.72,7.0,305,4.0
6621,800.0,2.0,1.0,0.25,1.0,351,1.0
6622,350.0,30.0,0.0,1.3,1.0,365,0.0
6623,350.0,1.0,21.0,3.91,4.0,355,21.0
6624,517.0,1.0,10.0,1.71,8.0,361,10.0
6625,321.0,1.0,33.0,5.89,4.0,355,33.0
6626,900.0,2.0,0.0,1.3,2.0,365,0.0
6627,550.0,1.0,0.0,1.3,1.0,264,0.0
6628,1305.0,1.0,28.0,4.91,2.0,356,28.0
6629,602.0,1.0,11.0,2.32,5.0,364,11.0
6630,1303.0,1.0,21.0,4.44,2.0,345,21.0
6631,486.0,1.0,6.0,1.26,5.0,360,6.0
6632,534.0,1.0,10.0,1.9,5.0,364,10.0
6633,599.0,1.0,0.0,1.3,3.0,0,0.0
6634,1093.0,1.0,21.0,3.91,4.0,349,21.0
6635,700.0,1.0,2.0,1.58,1.0,365,2.0
6636,471.0,1.0,14.0,2.66,5.0,362,14.0
6637,550.0,1.0,2.0,0.69,1.0,356,2.0
6638,534.0,1.0,8.0,1.59,5.0,360,8.0
6639,243.0,2.9,0.0,1.3,1.0,263,0.0
6640,550.0,1.0,0.0,1.3,1.0,365,0.0
6641,376.0,1.0,31.0,5.67,17.0,84,31.0
6642,379.0,1.0,22.0,4.07,17.0,360,22.0
