id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
639280827847650582,Lugar encantador en vicente lopez,461943087,Roberto,,Nuñez,-34.52618,-58.48117,Entire home/apt,2880,1,0,,,1,364,0,
33712571,Ambiente familiar....tranquilo,187744857,Griselda,,Villa Lugano,-34.68885,-58.50478,Entire home/apt,1230,2,0,,,1,89,0,
32934967,"Habitacion para viajeros, estudiantes",247809450,Sebastian,,Mataderos,-34.68112,-58.51895,Private room,3697,15,0,,,1,365,0,
42042076,Hotel Vicente Lopez,183363682,Bernardo,,Nuñez,-34.52638,-58.47069,Private room,5500,1,6,2021-10-10,0.21,2,73,1,
33424822,Departamento de 2 ambientes frente al río,36564453,Sandra,,Nuñez,-34.5173,-58.47505,Entire home/apt,1915,15,3,2021-07-24,0.21,15,205,2,
641528995442730912,Stylish apartment,462457011,Hildegarde,,Nuñez,-34.51627,-58.47442,Entire home/apt,6328,1,0,,,1,233,0,
54019695,Hermoso departamento con piscina en Puerto Madero!,298874610,Pablo,,Dique 4,-34.60493,-58.36544,Entire home/apt,8503,7,0,,,20,364,0,
108284,Historic & Luminous Duplex Downtown!,560338,Carlos,,San Nicolas,-34.60107,-58.3764,Entire home/apt,4832,2,258,2022-05-09,2.00,22,345,23,
32204376,Apartamento Puerto Madero 2 ambientes amplios!,122031954,Marta,,Dique 2,-34.6152,-58.36415,Entire home/apt,9859,1,15,2020-01-01,0.37,1,4,0,
11508,Amazing Luxurious Apt-Palermo Soho,42762,Candela,,Palermo,-34.58184,-58.42415,Entire home/apt,8010,2,27,2021-04-03,0.22,1,292,0,
111501,Beautiful Apartment Palermo Vip Great location,570921,Emilce,,Palermo,-34.57901,-58.41283,Entire home/apt,5951,3,127,2022-05-19,0.96,1,322,7,
13095,Standard Room at Palermo Viejo B&B w pvt Bath,50994,Ariel,,Palermo,-34.59348,-58.42949,Private room,5693,1,1,2018-12-18,0.02,7,364,0,9789
13096,Standard Room in Palermo Viejo B&B,50994,Ariel,,Palermo,-34.59348,-58.42949,Private room,5693,1,0,,,7,365,0,
118069,Luxury 1 Bedroom - 1.5 Bath,530261,Luciano,,Palermo,-34.57978,-58.43223,Entire home/apt,7077,14,21,2022-05-31,0.17,27,336,3,
13097,Standard Room at Palermo Viejo B&B pvt bath,50994,Ariel,,Palermo,-34.59348,-58.42949,Private room,5693,1,1,2019-11-27,0.03,7,365,0,
13099,Lofty room in Palermo Viejo B&B pvt bath,50994,Ariel,,Palermo,-34.59327,-58.42953,Private room,6391,1,0,,,7,365,0,
4338028,"Penthouse, breathtaking views, pool",22521769,Berni,,Dique 2,-34.61555,-58.36379,Entire home/apt,11707,2,91,2022-06-10,0.98,4,340,20,
118070,Amazing view - GREAT Studio - Balcony,530261,Luciano,,Palermo,-34.58311,-58.42767,Entire home/apt,7394,14,47,2022-05-14,0.36,27,270,3,
118724,Department to 5 min to city centre,599519,Angel Francisco,,Almagro,-34.60025,-58.42973,Private room,5915,1,0,,,1,365,0,
27307047,A ESTRENAR! Chic Suite Puerto Madero| CasaBaires,183209971,Giselle,,Dique 3,-34.60781,-58.36455,Entire home/apt,9242,3,23,2022-04-17,0.49,15,52,3,
13100,Master Room in Palermo Viejo B&B w  pvt Bath,50994,Ariel,,Palermo,-34.59348,-58.42949,Private room,7553,1,1,2017-11-23,0.02,7,365,0,
118877,Entire Studio/apt in Buenos Aires,600320,Roxana,,Palermo,-34.57734,-58.4379,Entire home/apt,4401,2,23,2022-06-17,0.18,2,83,4,
14222,"RELAX IN HAPPY HOUSE - PALERMO, BUENOS AIRES",87710233,María,,Palermo,-34.58617,-58.41036,Entire home/apt,3897,7,97,2022-06-06,0.80,3,296,7,
53570702,ALQUILER TEMPORARIO  - ENERO FEBRERO (ZONA SUR),17621599,Natalia,,Nueva Pompeya,-34.66538,-58.41485,Entire home/apt,3500,1,0,,,1,364,0,
120874,Great apt 1 Bedroom - 1.5 Bath /Recoleta,530261,Luciano,,Recoleta,-34.58991,-58.39931,Entire home/apt,5545,14,10,2022-04-27,0.07,27,203,1,
14711,SPECTACULAR ANCIENT HOUSE,57770,Cintia,,San Nicolas,-34.60786,-58.37211,Entire home/apt,14788,1,0,,,1,365,0,
122907,Spotless entire apt. Ideal location,426566,Egle,,Almagro,-34.61982,-58.4166,Entire home/apt,2208,5,26,2022-03-02,0.20,8,172,6,
30744180,Habitación en Casa cálida PH solo a mujeres.,230076964,Sol,,Villa Real,-34.61267,-58.54404,Private room,1230,2,0,,,1,363,0,
125123,Beautiful room in Ap. near palermo,622759,Barbara,,Colegiales,-34.57362,-58.45353,Private room,2095,2,4,2022-04-21,0.04,1,344,1,
15074,ROOM WITH RIVER SIGHT,59338,Monica,,Nuñez,-34.53892,-58.46599,Private room,3697,29,0,,,1,365,0,
129681,Studio Rojo Design Belgrano - 2 Pax,638545,Luisa,,Belgrano,-34.55601,-58.45717,Entire home/apt,3512,7,14,2018-08-11,0.13,3,36,0,
16695,DUPLEX LOFT 2 - SAN TELMO,64880,Elbio Mariano,,Monserrat,-34.61439,-58.37611,Entire home/apt,5545,2,46,2019-11-30,0.33,9,345,0,
17451,A terrace in Buenos Aires,67732,Karen,,Belgrano,-34.55878,-58.46476,Private room,4190,2,0,,,1,87,0,
6001119,PRIVATE SUITE in a super  apartment.,28774953,Elena,,Nuñez,-34.5176,-58.47477,Private room,5105,2,1,2019-06-14,0.03,3,364,0,
4894196,"Florida y Roja, Apartamento",25184779,Silvina,,Saavedra,-34.52963,-58.49048,Entire home/apt,9859,3,1,2019-07-18,0.03,2,365,0,
129932,Palermo View Studio at Palermo Uno Tower,319901,Ralf,,Palermo,-34.5813,-58.42488,Entire home/apt,6778,4,117,2022-06-21,0.88,24,299,4,
130248,Small charmy and fully at Palermo,641573,Paula,,Palermo,-34.57717,-58.41138,Entire home/apt,1619,2,83,2022-06-12,0.73,7,250,5,
17993,TEMPORARY RENT CUTE APARTMENT IN MICROCENTRO,68689,Maritza,,San Nicolas,-34.6037,-58.37888,Private room,4190,3,8,2022-03-12,0.06,1,328,1,
130275,Van Gogh s apart at Palermo,641573,Paula,,Palermo,-34.5771,-58.41134,Entire home/apt,1479,2,16,2022-02-17,0.15,7,0,1,
18007,apartament in San Telmo,69404,Marcelo,,Constitucion,-34.61751,-58.37814,Entire home/apt,43131,1,0,,,1,365,0,
20181280,Departamento cómodo y luminoso con hermosa vista,25759022,Silvia,,Nuñez,-34.5208,-58.48451,Entire home/apt,4683,7,14,2020-01-01,0.34,1,73,0,
130424,Palermo Hollywood Studio Apt - 4th floor - 33 m2,642182,Aike,,Palermo,-34.57896,-58.43448,Entire home/apt,4929,7,9,2012-12-31,0.07,1,173,0,
131145,DONDE VIVI (1) Rooms for Rent .,645495,Viviana,,Almagro,-34.60728,-58.41949,Private room,1500,3,39,2022-04-19,0.29,1,325,1,
31318695,"Habitación con dos camas con baño, wifi y tv",135105839,Ingrid,,Nuñez,-34.51984,-58.48262,Private room,2465,1,8,2022-05-01,0.20,2,80,6,
22514136,Apartamento en Florida nuevo y hermoso,111562245,Daniel,,Saavedra,-34.53489,-58.48695,Entire home/apt,5000,2,5,2019-04-30,0.10,1,108,0,
20062,PENTHOUSE / best city views ! /terrace & pool/ 2bd,75891,Sergio,,Palermo,-34.581848,-58.441605,Entire home/apt,13432,2,252,2022-06-12,1.71,4,150,25,
131807,"Belgrano R, Private Room, Sunny",648231,Vero,,Villa Ortuzar,-34.57546,-58.4688,Private room,4313,1,0,,,1,365,0,
20429,Hermoso  y acogedor departamento.,77065,Marcelo,,Constitucion,-34.6226,-58.38704,Entire home/apt,4313,15,0,,,1,89,0,
132298,Urban Escape ★ Studio with great views,319901,Ralf,,Recoleta,-34.59495,-58.4044,Entire home/apt,5545,5,117,2022-06-05,0.89,24,329,5,
23798,"STUNNING, LIGHT, SPACIOUS LOFT APPT- SAN TELMO",94615,Nicola,,Monserrat,-34.61266,-58.37479,Entire home/apt,6514,3,48,2020-01-18,0.39,1,165,0,
31326087,Sebastian alquiler departamento n3 aire acon,219361118,Sebastian,,Barracas,-34.66018,-58.37094,Entire home/apt,13500,7,0,,,3,364,0,
31325724,Sebastian alquiler mono ambiente n4 aire acondiona,219361118,Sebastian,,Barracas,-34.65994,-58.37088,Entire home/apt,12500,7,0,,,3,364,0,
133043,Great Studio - Roof top Pool,530261,Luciano,,Recoleta,-34.59234,-58.39956,Entire home/apt,5545,14,19,2022-02-26,0.19,27,332,2,
32086764,Beautiful apartment with private garden in Florida,240648857,Leonora,,Saavedra,-34.540398,-58.497154,Entire home/apt,6000,1,0,,,1,332,0,
133654,Modern and Comfortable. Central location.Fast WiFi,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,2858,7,54,2022-06-01,0.40,8,338,7,
24713,"BEAUTIFUL, EXCELLENT UBICATION/OBELISK  5 STARS!!!",100743,Griselda,,San Nicolas,-34.60254,-58.37811,Entire home/apt,3697,2,354,2022-05-29,3.14,3,339,11,
136986,Buena Vista - Panorama Riverviews ★★★★★,319901,Ralf,,Palermo,-34.58114,-58.42513,Entire home/apt,9859,3,148,2022-06-13,1.12,24,178,13,
24763,Amazing LOFTpalermo: contemporary and cool,101049,Sebastian,,Chacarita,-34.58494,-58.44419,Entire home/apt,7517,9,34,2022-06-11,0.25,1,89,2,
33088239,IMPECABLE Depto. Excelente ubicación. Parking,245768419,Lucio,,Nuñez,-34.5198,-58.47586,Entire home/apt,4917,5,22,2020-03-01,0.56,5,176,0,
137017,Soho Sunset studio  with amazing views.,319901,Ralf,,Palermo,-34.58277,-58.42539,Entire home/apt,7394,4,207,2022-06-05,1.58,24,277,14,
48506551,"Hermoso departamento, a min. del centro! Con patio",207226821,Pilar,,Barracas,-34.66394,-58.36176,Entire home/apt,2341,2,10,2022-02-02,0.66,3,321,7,
138690,STUDIO RECOLETA /PZA FRANCIA/UBA/MUSEOS/METRO,676972,Fabiana,,Recoleta,-34.59101,-58.39455,Entire home/apt,2500,4,244,2022-06-20,1.83,11,168,8,
143173,HabitacionPrivate Rooms in Congreso,499278,Nicolas,,Balvanera,-34.60929,-58.4031,Private room,3697,5,0,,,1,365,0,
44865307,Casa Factory entre CABA y Z.Oeste (dormi privado),362662675,Leonardo,,Liniers,-34.64112,-58.53868,Private room,1232,1,0,,,1,163,0,
26258,Huge 473sqf Studio @ Palermo University area,111013,Daniel,,Almagro,-34.59997,-58.41238,Entire home/apt,4313,7,2,2013-10-23,0.01,2,340,0,
143663,Apartement Buenos Aires,696693,Marcela,,Monserrat,-34.61428,-58.3865,Entire home/apt,5545,5,0,,,1,294,0,
30261268,Casa de vacaciones de Lili y Juanita,226392547,Liliana,,Mataderos,-34.67105,-58.53614,Private room,1000,3,0,,,1,365,0,
144192,Beautiful apartment in Buenos Aires,698994,Ruben,,Nueva Pompeya,-34.64892,-58.41005,Private room,6162,1,0,,,1,365,0,
40008959,Atención alquiler mínimo es por  4 noches !!!,248411034,Ivan,,Barracas,-34.67749,-58.40053,Entire home/apt,2500,3,2,2022-02-06,0.36,1,331,2,
42349197,Divino departamento a 10 min del obelisco,207226821,Pilar,,Barracas,-34.6639,-58.36263,Entire home/apt,2377,2,33,2022-05-30,1.78,3,302,25,
27631,Apartment for rent in Recoleta,119446,Inés,,Recoleta,-34.59272,-58.3894,Entire home/apt,3081,2,98,2021-01-23,0.68,1,307,0,
28244,Loft in Palermo Hollywood.Pool 617,119613,Marcos,,Palermo,-34.57709,-58.43665,Entire home/apt,6162,10,28,2022-04-17,0.27,7,49,6,
144827,LEMON TREE ★ 1 bedroom with great views,319901,Ralf,,Recoleta,-34.59491,-58.40497,Entire home/apt,5915,4,51,2022-06-02,0.39,24,269,6,
34446669,Habitacion Privada en Casa Güemes,260038309,Teo,,Barracas,-34.66879,-58.35767,Private room,1230,1,0,,,1,141,0,
148284,Sunny Terrace Apart. in Downtown BA,407702,Ruy,,Monserrat,-34.61331,-58.38491,Entire home/apt,4067,2,269,2022-01-05,2.02,4,30,2,
40669156,DEPARTAMENTO T/CASA EN ZONA RESID.C/JARDÍN 4 PERS.,244177806,Mónica María,,Saavedra,-34.53002,-58.49975,Entire home/apt,3081,1,3,2020-08-28,0.10,1,149,0,
29983,Depto de 1 ambiente en Recoleta,129235,Carolina,,Recoleta,-34.59792,-58.39091,Entire home/apt,9223,2,0,,,1,365,0,
31216,EXCELLENT APARTMENT IN BELGRANO,134014,Marian,,Belgrano,-34.55948,-58.44528,Entire home/apt,10968,7,3,2022-06-01,1.32,2,359,3,
150594,Departamento Parque chacabuco,716702,Eugenia,,Parque Chacabuco,-34.63439,-58.44441,Private room,18153,7,0,,,1,365,0,
31514,BEAUTY DUPLEX LOFT #4 SAN TELMO,64880,Elbio Mariano,,Monserrat,-34.61494,-58.37517,Entire home/apt,6162,2,31,2022-05-19,0.22,9,347,3,
154427,Spotless apt. in a Great location. 100% Equipped.,426566,Egle,,Almagro,-34.62053,-58.41653,Entire home/apt,2988,5,66,2022-05-22,0.51,8,364,7,
31920,Beautifull apartment in Belgrano!,137373,Nancy,,Belgrano,-34.5644,-58.4606,Entire home/apt,7394,30,0,,,1,365,0,
47802523,Apartment outside the city with big terrace,1238338,Maca,,Saavedra,-34.53686,-58.50387,Entire home/apt,6162,3,0,,,1,340,0,
653721977905087998,Hermoso dto. súper luminoso en Avellaneda centro,207226821,Pilar,,Barracas,-34.663534275345825,-58.36208939552307,Entire home/apt,2465,2,0,,,3,293,0,
154767,Central location/2min from Metro -  Fast WiFi,426566,Egle,,Almagro,-34.6202,-58.41543,Entire home/apt,2468,5,36,2020-05-10,0.27,8,44,0,
22716704,Newly remodeled apartment with river views,96380791,Horacio,,Nuñez,-34.52117,-58.47628,Entire home/apt,2465,7,31,2022-05-16,0.58,1,103,9,
156189,Cute Apartment - WiFi & Pool !!,750896,Ariel,,Almagro,-34.60342,-58.42959,Entire home/apt,7394,14,0,,,4,365,0,
35703,Charming studio in Palermo/Recoleta,150763,Viviana,,Recoleta,-34.59188,-58.40778,Entire home/apt,3697,7,90,2021-12-02,0.66,1,296,4,
158056,PalermoSoho Excellent Location! steps from LaRural,758728,Mauricio,,Palermo,-34.58207,-58.42094,Entire home/apt,4806,6,56,2022-03-05,0.48,9,334,2,
37347,Palermo/Las Cañitas Apartment,161327,Mariano,,Palermo,-34.57148,-58.43246,Entire home/apt,3961,12,53,2022-06-01,0.39,12,308,11,
24128113,"Casa con jardin en Florida, Vicente Lopez.",46248204,Patricia,,Saavedra,-34.5305,-58.48468,Entire home/apt,11091,1,23,2022-04-18,0.46,1,268,2,
624057341093338188,"Hermoso departamento, muy buena ubicación!",458482698,Victoria,,Villa Devoto,-34.60025,-58.53105,Entire home/apt,7640,20,0,,,1,64,0,
159585,Apartment in Recoleta Juncal 2200,772165,Jorge,,Recoleta,-34.59316,-58.40053,Entire home/apt,2958,3,12,2019-09-03,0.09,1,293,0,
567336565017969123,"Hermoso departamento con cochera, Sean bienvenidos",446176586,Jackeline,,Nuñez,-34.5327,-58.47874,Entire home/apt,20000,2,2,2022-04-17,0.64,1,365,2,
41242,"Casa, con gran terraza,4 dormitorios, 2 en suite",74406,Mathilde,,Palermo,-34.58772,-58.42671,Entire home/apt,184848,60,0,,,5,365,0,
160611,Habitación en Las Cañitas,769336,Natalia,,Palermo,-34.56526,-58.4334,Private room,16373,1,8,2017-09-25,0.13,1,365,0,
41243,"HABITACION EN SUITE   ,  4 DISPONIBLES",74406,Mathilde,,Palermo,-34.58984,-58.42584,Private room,2218,15,0,,,5,365,0,
41608,Palermo Soho Spectacular Modern Unit,181721,Silveria,,Palermo,-34.5847,-58.42648,Entire home/apt,7394,2,134,2022-06-19,1.00,2,357,11,
8739700,"Nice small apartment, for two pax.",42923798,Victor,,Saavedra,-34.54074,-58.48176,Entire home/apt,2958,3,76,2022-04-25,0.97,2,354,4,
161463,The Boss- 2 bedroom with balcony,319901,Ralf,,Palermo,-34.58101,-58.42503,Entire home/apt,13555,3,162,2022-06-08,1.36,24,296,17,
166846,PENTHOUSE Duplex in Palermo with RooftopTerrace!!,794906,Jesse,,Villa Crespo,-34.59161,-58.44006,Entire home/apt,10615,5,68,2022-05-22,0.51,4,230,9,
42198002,"Hermosa y cómoda casa ""El descanso""",335050471,Cinthia,,Liniers,-34.6596,-58.54437,Entire home/apt,6531,3,14,2022-05-30,0.50,1,155,4,
552206208765777696,Hermoso dpto inmejorable ubicación.,47184970,Maria Angelica,,Nuñez,-34.52508,-58.47149,Private room,6500,1,0,,,1,69,0,
42450,French Classic in San Telmo: Balcony over Defensa!,185437,Grisel,,Monserrat,-34.61578,-58.37175,Entire home/apt,8626,5,144,2022-06-06,1.10,3,48,12,
45498,"Quiet & Chic, fully equipped, 2Bd, pool & terrace",75891,Sergio,,Palermo,-34.58182,-58.44144,Entire home/apt,13679,2,134,2022-06-19,0.93,4,169,19,
168298,Boutique Central Apt in BuenosAires,802023,Ana,,Balvanera,-34.60554,-58.3938,Entire home/apt,9859,5,18,2018-11-30,0.14,1,355,0,
15518921,SUNNY AND CONVENIENT 1BR APT,6025356,Adrian,,Saavedra,-34.52888,-58.48242,Entire home/apt,3697,3,12,2021-11-28,0.19,4,296,4,
172118,Owner Featured on HGTV- Spacious Palermo Soho Loft,791090,Jamais,,Palermo,-34.58735,-58.42186,Entire home/apt,10968,4,71,2022-04-28,0.55,1,167,3,
36598687,Agradable monoambiente ideal para 1/2 personas,156810090,Maria,,Saavedra,-34.52845,-58.49189,Entire home/apt,3000,3,15,2022-06-18,0.42,9,349,3,
27201872,Hab.Privada. Vte López. Casa. Perfecta ubicación.,163818558,Alejandro,,Nuñez,-34.52409,-58.47352,Private room,1230,7,2,2019-06-06,0.05,2,31,0,
48089,Recoleta Classic French-Style 2BDR,192475,Chris,,Recoleta,-34.58705,-58.38791,Entire home/apt,6162,7,103,2022-01-27,0.72,1,233,3,
172135,Recoleta full equipped Apartment,523775,Silvia  Diana,,Recoleta,-34.58983,-58.39786,Entire home/apt,4683,3,66,2022-05-15,0.51,1,162,5,
48527,French style apartment in Recoleta,221661,Ricardo,,Recoleta,-34.58555,-58.39468,Entire home/apt,16477,3,1,2014-01-07,0.01,2,365,0,
30845,Huge apartment  in Las Cañitas,132540,José,,Barracas,-34.68076,-58.38624,Entire home/apt,14788,30,0,,,1,365,0,
175005,1 BR flat in Palermo Soho,836368,Daniele,,Palermo,-34.5862,-58.42465,Entire home/apt,4313,3,180,2022-06-04,1.37,3,138,6,
48535,Elegant apartment in downtown Bs.As,221044,Florencia,,Retiro,-34.5962,-58.37529,Entire home/apt,6162,90,0,,,1,364,0,
175081,1 BR flat in Palermo,836368,Daniele,,Palermo,-34.58926,-58.41942,Entire home/apt,3591,3,139,2022-06-18,1.10,3,113,8,
48678,Grate & Luxury apartment Recoleta,221661,Ricardo,,Recoleta,-34.58507,-58.395,Private room,16477,3,1,2010-12-30,0.01,2,365,0,
53599618,Hermoso departamento a estrenar con amplio balcón,434063990,Julian,,Nuñez,-34.52298,-58.48491,Entire home/apt,8000,1,8,2022-06-18,2.00,1,351,8,
176318,San Telmo Vintage - Art Experience Fully Renovated,843196,Ivan,,Monserrat,-34.6156,-58.36843,Entire home/apt,5299,4,170,2022-06-14,1.37,1,252,16,20272876925
46487775,Beautiful premium apt+river view+amenities+parking,26152586,Calu,,Nuñez,-34.52226,-58.47432,Entire home/apt,7887,7,7,2022-05-03,0.41,2,298,5,
50778,Gorgeous 2bdrm in Awesome Recoleta,233651,Cameron,,Recoleta,-34.58978,-58.40011,Entire home/apt,7394,5,97,2022-05-24,0.69,6,166,1,
178330,"3 Bedrooms / 2 Bathroom, Off & Ldy Apt in Palermo",853184,Juan,,Palermo,-34.58712,-58.42184,Entire home/apt,7394,20,6,2022-05-03,0.37,3,82,3,
47327265,Práctico y cómodo depto en excelente ubicación V.L,156810090,Maria,,Saavedra,-34.52842,-58.4919,Entire home/apt,3000,3,1,2021-12-24,0.17,9,38,1,
180692,Tango and Enjoyment of Buenos Aires,865765,Hector,,Villa Urquiza,-34.57624,-58.48314,Private room,8626,5,0,,,1,365,0,
30198054,Excelente depto florida M,156810090,Maria,,Saavedra,-34.52817,-58.49373,Entire home/apt,3500,3,16,2022-04-17,0.40,9,232,1,
52511,San Telmo Apartment (Buenos Aires),242939,Gri,,San Nicolas,-34.60767,-58.37257,Entire home/apt,8626,4,0,,,1,365,0,
53097,Duplex-Loft in  Historic Quartier of Buenos Aires,64880,Elbio Mariano,,Monserrat,-34.61494,-58.37517,Entire home/apt,6285,2,36,2019-10-29,0.26,9,347,0,
181627,RENT APP ARTS,870611,Pablo,,Palermo,-34.5845,-58.41291,Private room,16020,30,0,,,1,365,0,
53905,Trendy studio in Villa Crespo!,252182,Victoria,,Villa Crespo,-34.59969,-58.4399,Entire home/apt,3697,3,87,2022-05-11,0.61,1,248,9,
48122133,Casa con jardín en Vicente López ♡,105661549,Sabrina,,Saavedra,-34.54021,-58.49469,Entire home/apt,4929,7,0,,,1,49,0,
42066026,EXCLUSIVO. Vista al río. Piso 12. Parking,245802667,Inés,,Nuñez,-34.5204,-58.47728,Entire home/apt,4806,6,12,2022-06-21,0.43,8,171,6,
186005,Modern apartment in Downtown Buenos Aires,893209,Victoria,,Retiro,-34.59804,-58.37688,Entire home/apt,5809,3,55,2022-06-13,0.43,3,259,8,
61282,Loft with Balcony in Belgrano,296398,Alejandro,,Nuñez,-34.55396,-58.46753,Entire home/apt,4313,3,142,2022-01-16,1.01,1,212,1,
188154,At the heart of San Telmo  Double,906277,Magdalena,,San Telmo,-34.62063,-58.36967,Private room,3081,2,65,2022-05-02,0.52,3,295,7,
65446,Luxury Premier Loft with Breathtaking Views  ★★★★★,319901,Ralf,,Palermo,-34.58102,-58.42349,Entire home/apt,10475,3,162,2022-05-21,1.23,24,304,2,
54376923,casa particular con rapido acceso,441326232,Hope,,Saavedra,-34.5496,-58.50637,Entire home/apt,3700,1,0,,,1,344,0,
189224,Double Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,3697,3,0,,,3,365,0,
42467106,Fábrica Reciclada,120191374,Joan,,Saavedra,-34.53784,-58.48938,Entire home/apt,49293,7,0,,,1,179,0,
65513,Comfortable apartment for 5 in BsAs,320183,Hortensia,,Retiro,-34.59849,-58.3774,Entire home/apt,7394,30,6,2022-02-14,0.05,4,188,1,
190829,Green Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,4560,3,5,2017-10-12,0.04,3,364,0,
65519,Great Apartment in Las Cañitas (Palermo) for 5,320183,Hortensia,,Palermo,-34.56958,-58.42978,Entire home/apt,9242,12,17,2022-05-24,0.17,4,332,4,
66939,"★ Instaworthy Views, 20th Floor ★ Gym",319901,Ralf,,Palermo,-34.58267,-58.42497,Entire home/apt,7024,4,273,2022-04-26,2.07,24,300,10,
30743391,Modern apartment just 30 minutes from city center!,54081768,Mora,,Saavedra,-34.53015,-58.49374,Entire home/apt,7394,11,0,,,1,83,0,
190830,Blue Room,906438,Mariel,,Monserrat,-34.61375,-58.38604,Private room,3697,3,3,2013-01-17,0.02,3,365,0,
190988,Beautiful apartment in Las Cañitas,320183,Hortensia,,Palermo,-34.57133,-58.42975,Entire home/apt,9242,10,30,2022-05-25,0.26,4,68,6,
38548361,Departamento PH en Vicente López a metros de CABA,79094354,Graciela,,Saavedra,-34.53581,-58.4784,Entire home/apt,2465,1,40,2022-05-28,1.21,2,339,20,
66940,Pool View studio  ❤,319901,Ralf,,Palermo,-34.58272,-58.42382,Entire home/apt,6162,3,232,2022-06-20,1.84,24,299,9,
191056,"Big sunny, central Studio",923804,Annatina Luck,,Monserrat,-34.61308,-58.38862,Entire home/apt,3327,10,11,2019-11-12,0.08,1,296,0,
197288,Beautiful studio in heart Recoleta,961397,Marisa,,Recoleta,-34.5913,-58.39037,Entire home/apt,4000,7,1,2012-02-22,0.01,1,327,0,
68489,Best Block in Palermo Hollywood,4405670,Andy,,Palermo,-34.58045,-58.43208,Entire home/apt,5792,3,145,2022-03-23,1.05,8,359,3,
37118594,EXCEPCIONAL Depto. Vista al río. Piso 10. Parking,245802667,Inés,,Nuñez,-34.52126,-58.47786,Entire home/apt,11974,3,27,2022-06-09,0.77,8,13,12,
203340,Amazing view - GREAT Studio - Balcony,530261,Luciano,,Palermo,-34.58104,-58.42495,Entire home/apt,7394,14,12,2022-05-13,0.09,27,364,3,
32609105,"Moderno loft con mirador ferroviario, doble altura",42923798,Victor,,Saavedra,-34.53998,-58.48399,Entire home/apt,3574,3,15,2022-04-17,0.37,2,365,4,
68800,Recoleta great penthouse  w/private terrace &grill,221405,Ximena,,Recoleta,-34.59278,-58.3876,Private room,47567,1,76,2020-01-03,0.66,2,222,0,
205781,ART HOUSE PALERMO HOLLYWOOD 2 rooms,1011896,Natalia,,Palermo,-34.57945,-58.43024,Entire home/apt,21126,1,19,2019-04-22,0.15,13,364,0,
68868,"Luxury Soho Sky Loft , Dream View Apartment ★★★★★",319901,Ralf,,Palermo,-34.58165,-58.42527,Entire home/apt,10475,3,268,2022-06-12,2.00,24,239,18,
206738,ART HOUSE PALERMO HOLLYWOOD 3 rooms 8 to 12 people,1011896,Natalia,,Palermo,-34.57819,-58.42964,Entire home/apt,33449,1,42,2019-03-17,0.33,13,364,0,
36845821,Increíble departamento con vista al río,33593764,Gonzalo Germán,,Nuñez,-34.52081,-58.477,Entire home/apt,24294,2,24,2022-03-17,0.68,5,51,3,
653610622146266122,ELEGANTE. Departamento con cochera,245802667,Inés,,Nuñez,-34.5208804,-58.4769388,Entire home/apt,6690,3,0,,,8,86,0,
210040,Bonito Studio in Palermo w/balcony,319901,Ralf,,Palermo,-34.58144,-58.42311,Entire home/apt,6162,4,69,2022-05-20,0.55,24,334,11,
69063,"Beautiful, great location, quiet, Nespresso.",344599,Danilo,,Recoleta,-34.5956,-58.39573,Entire home/apt,4067,1,250,2022-06-12,1.97,2,232,44,
218781,Amazing Palermo Hollywood Loft A,161327,Mariano,,Palermo,-34.57874,-58.4397,Entire home/apt,4929,14,65,2020-01-29,0.50,12,294,0,
225905,in Style Recoleta Buenos Aires 1,36441,Robert,,Recoleta,-34.59643,-58.39188,Entire home/apt,8503,3,26,2022-03-22,0.21,2,365,1,
69086,Little Duplex Loft (1) San Telmo,64880,Elbio Mariano,,Monserrat,-34.61495,-58.37517,Entire home/apt,4929,2,39,2020-01-19,0.34,9,353,0,
33063604,Charming and luminous Flat in Vicente López,185826780,Luciana,,Saavedra,-34.53514,-58.47856,Entire home/apt,4666,3,7,2022-03-18,0.18,1,347,1,
229571,Encantador Apartamento a pasos del Jardin Botanico,514200,Ceferina De Jesus,,Palermo,-34.58373,-58.4185,Entire home/apt,4313,30,19,2022-05-17,0.15,2,272,2,
69880,"Gorgeous 2bd/2.5 bth, Rooftop Pool, Pal. Hollywood",315089,Max,,Palermo,-34.57797,-58.43821,Entire home/apt,14788,5,25,2019-11-21,0.18,4,332,0,
231500,Lujoso Edificio - 1 dormi-1 baño- Seg-Gym-Pileta,1210391,Mariela,,Palermo,-34.57477,-58.42011,Entire home/apt,4929,180,1,2021-04-24,0.07,4,318,0,
39114191,"Vte López, tranquilo y residencial cerca de todo",45280876,Maria Fernanda,,Nuñez,-34.52903,-58.47941,Entire home/apt,1426,3,11,2020-08-31,0.34,1,172,0,
235667,San Telmo Barracas Design District!,1105513,Luciano Or Julio,,Barracas,-34.64419,-58.37696,Entire home/apt,8503,1,32,2022-05-28,0.39,8,361,3,
552246471043876839,"Departamento moderno con terraza, patio y parking",155168288,Lucio,,Nuñez,-34.52387,-58.48508,Entire home/apt,6000,1,2,2022-02-16,0.45,1,203,2,
